Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Publisher,Volume,Issue,Pages,Issue date,Publication year,Language,ISSN,E-ISSN,DOI,Article number,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Database,Copyright,Data Provider
"Predicting synergy in atomic layer etching","20171403518925","Kanarik, Keren J. (1); Tan, Samantha (1); Yang, Wenbing (1); Kim, Taeseung (1); Lill, Thorsten (1); Kabansky, Alexander (1); Hudson, Eric A. (1); Ohba, Tomihito (1); Nojiri, Kazuo (1); Yu, Jengyi (1); Wise, Rich (1); Berry, Ivan L. (1); Pan, Yang (1); Marks, Jeffrey (1); Gottscho, Richard A. (1) ","(1) Lam Research Corporation, 4400 Cushing Parkway, Fremont; California; 94538, United States ","Kanarik, Keren J.(keren.kanarik@lamresearch.com) ","Journal of Vacuum Science and Technology A: Vacuum, Surfaces and Films","J. Vac. Sci. Technol. A Vac. Surf. Films","AVS Science and Technology Society","35","5","","September 1, 2017","2017","English","07342101","15208559","10.1116/1.4979019","05C302","JVTAD6","Journal article (JA)","Atomic layer etching (ALE) is a multistep process used today in manufacturing for removing ultrathin layers of material. In this article, the authors report on ALE of Si, Ge, C, W, GaN, and SiO2using a directional (anisotropic) plasma-enhanced approach. The authors analyze these systems by defining an “ALE synergy” parameter which quantifies the degree to which a process approaches the ideal ALE regime. This parameter is inspired by the ion-neutral synergy concept introduced in the 1979 paper by Coburn and Winters [J. Appl. Phys. 50, 5 (1979)]. ALE synergy is related to the energetics of underlying surface interactions and is understood in terms of energy criteria for the energy barriers involved in the reactions. Synergistic behavior is observed for all of the systems studied, with each exhibiting behavior unique to the reactant-material combination. By systematically studying atomic layer etching of a group of materials, the authors show that ALE synergy scales with the surface binding energy of the bulk material. This insight explains why some materials are more or less amenable to the directional ALE approach. They conclude that ALE is both simpler to understand than conventional plasma etch processing and is applicable to metals, semiconductors, and dielectrics. © 2017 Author(s).","34","Etching","Atoms - Binding energy - Dielectric materials - Germanium","Atomic layer etching - Energy criterion - Material combination - Multistep process - Process approach - Surface binding energies - Ultrathin layers - Underlying surface","549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 708.1 Dielectric MaterialsDielectric Materials - 801.4 Physical ChemistryPhysical Chemistry - 802.2 Chemical ReactionsChemical Reactions - 931.3 Atomic and Molecular PhysicsAtomic and Molecular Physics","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Parameter-searched OMP method for eliminating basis mismatch in space-time spectrum estimation","20171103438273","Bai, Gatai (1); Tao, Ran (1); Zhao, Juan (2); Bai, Xia (2) ","(1) School of Mathematics and Statistics, Beijing Institute of Technology, Beijing, 100081, China (2) School of Information and Electronics, Beijing Institute of Technology, Beijing, 100081, China ","Tao, Ran(rantao@bit.edu.cn) ","Signal Processing","Signal Process","Elsevier B.V.","138","","11-15","September 1, 2017","2017","English","01651684","","10.1016/j.sigpro.2017.03.003","","SPRODR","Journal article (JA)","The basis mismatch in the sparse recovery based space-time adaptive processing (SR-STAP) can severely affect the reconstruction of the space-time spectrum. In this paper, we propose a parameter-searched orthogonal matching pursuit (PSOMP) algorithm to eliminate the effect of the basis mismatch in SR-STAP. In the PSOMP, the optimal parameters carried in the atom selected by the OMP are searched so that this atom can match with the true steering vector of the corresponding scatter in the data. The feasibility of the key step of the PSOMP is theoretically analyzed. Finally, simulation results demonstrate that the PSOMP has a high performance in eliminating the effect of the basis mismatch in SR-STAP. © 2017","20","Space time adaptive processing","Parameter estimation - Spectrum analysis","Basis mismatch - Optimal parameter - Orthogonal matching pursuit - Space time - Sparse recovery - True steering vector","716.1 Information Theory and Signal ProcessingInformation Theory and Signal Processing","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Impact of MR-guided boiling histotripsy in distinct murine tumor models","20171003417209","Hoogenboom, Martijn (1); Eikelenboom, Dylan C. (2); van den Bijgaart, Renske J.E. (2); Heerschap, Arend (1); Wesseling, Pieter (3, 4, 5); den Brok, Martijn H. (2, 6); Fütterer, Jurgen J. (1, 7); Adema, Gosse J. (2) ","(1) Department of Radiology and Nuclear Medicine, Radboud University Medical Center, Nijmegen, Netherlands (2) Department of Radiation Oncology, Radiotherapy & OncoImmunology Laboratory, Radboud University Medical Center, Nijmegen, Netherlands (3) Department of Pathology, Princess Maxima Center for Pediatric Oncology, Utrecht, Netherlands (4) Department of Pathology, University Medical Center Utrecht, Netherlands (5) Department of Pathology, VU University Medical Center, Amsterdam, Netherlands (6) Department of Anesthesiology, Radboud University Medical Center, Nijmegen, Netherlands (7) MIRA Institute for Biomedical Technology and Technical Medicine, University of Twente, Enschede, Netherlands ","Hoogenboom, Martijn(martijn.hoogenboom@radboudumc.nl) ","Ultrasonics Sonochemistry","Ultrason. Sonochem.","Elsevier B.V.","38","","1-8","September 1, 2017","2017","English","13504177","18732828","10.1016/j.ultsonch.2017.02.035","","ULSOER","Journal article (JA)","Interest in mechanical high intensity focused ultrasound (HIFU) ablation is rapidly growing. Boiling histotripsy (BH) is applied for mechanical fragmentation of soft tissue into submicron fragments with limited temperature increase using the shock wave and cavitation effects of HIFU. Research on BH has been largely limited to ex vivo experiments. As a consequence, the in vivo pathology after BH treatment and the relation to preexistent tissue characteristics are not well understood. This study reports on in vivo MR guided BH treatment, either with 100 or 200 pulses per focal spot, in three different subcutaneous mouse tumor models: a soft-tissue melanoma (B16OVA), a compact growing thymoma (EL4), and a highly vascularized neuroblastoma (9464D). Extensive treatment evaluation was performed using MR imaging followed by histopathology 2 h after treatment. T2 weighted MRI allowed direct in vivo visualization of the BH lesions in all tumor models. The 100-pulse treated area in the B16OVA tumors was larger than the predicted treatment volume (500 ± 10%). For the more compact growing EL4 and 9464D tumors this was 95 ± 13% and 55 ± 33%, respectively. Histopathology after the 100-pulse treatment revealed completely disintegrated lesions in the treated area with sharp borders in the compact EL4 and 9464D tumors, while for B16OVA tumors the lesion contained a mixture of discohesive (partly viable) clusters of cells, micro-vessel remainings, and tumor cell debris. The treatment of B16OVA with 200 pulses increased the fragmentation of tumor tissue. In all tumor types only micro-hemorrhages were detected after ablation (slightly higher after 200-pulse treatment for the highly vascularized 9464D tumors). Collagen staining revealed that the collagen fibers were to a greater or lesser extent still intact and partly clotted together near the lesion border in all tumor models. In conclusion, this study reveals effective mechanical fragmentation of different tumor types using BH without major hemorrhages. However, treatment settings may need to be adjusted to the tissue characteristics for optimal tissue fragmentation. © 2017","40","Tumors","Ablation - Collagen - Magnetic resonance imaging - Shock waves - Tissue","After-treatment - Cavitation effect - High intensity focused ultrasound - T2-weighted mris - Temperature increase - Tissue characteristics - Treatment volumes - Tumor ablation","461.2 Biological Materials and Tissue EngineeringBiological Materials and Tissue Engineering - 641.2 Heat TransferHeat Transfer - 746 Imaging TechniquesImaging Techniques - 931 Classical Physics; Quantum Theory; RelativityClassical Physics; Quantum Theory; Relativity","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Surface plasmon resonance sensor based on golden nanoparticles and cold vapour generation technique for the detection of mercury in aqueous samples","20171203479815","Castillo, Jimmy (1); Chirinos, José (1); Gutiérrez, Héctor (1); La Cruz, Marie (1) ","(1) Universidad Central de Venezuela, Facultad de Ciencias, Escuela de Química, Caracas, Venezuela ","Castillo, Jimmy(jimmy.castillo@ciens.ucv.ve) ","Optics and Laser Technology","Opt Laser Technol","Elsevier Ltd","94","","34-39","September 1, 2017","2017","English","00303992","","10.1016/j.optlastec.2017.03.013","","OLTCAS","Journal article (JA)","In this work, a surface plasmon resonance sensor for determination of Hg based on golden nanoparticles was developed. The sensor follows the change of the signal from solutions in contact with atomic mercury previously generated by the reaction with sodium borohydride. Mie theory predicts that Hg film, as low as 5 nm, induced a significant reduction of the surface plasmon resonance signal of 40 nm golden nanoparticles. This property was used for quantification purposes in the sensor. The device provide limits of detection of 172 ng/L that can compared with the 91 ng/L obtained with atomic fluorescence, a common technique used for Hg quantification in drinking water. This result was relevant, considering that it was not necessary to functionalize the nanoparticles or use nanoparticles deposited in a substrate. Also, thanks that Hg is released from the matrix, the surface plasmon resonance signal was not affected by concomitant elements in the sample. © 2017 Elsevier Ltd","37","Surface plasmon resonance","Gold - Mercury (metal) - Nanoparticles - Plasmons - Potable water - Resonance","Atomic fluorescence - Cold vapour generations - Gold Nanoparticles - Limits of detection - Mercury sensors - Sodium boro hydrides - Surface plasmon resonance sensor - Surface plasmon resonance signals","444 Water ResourcesWater Resources - 547.1 Precious MetalsPrecious Metals - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 761 NanotechnologyNanotechnology - 931.1 MechanicsMechanics - 931.3 Atomic and Molecular PhysicsAtomic and Molecular Physics - 933 Solid State PhysicsSolid State Physics","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Effect of iodine doping in the deposition solution and iodine vapor pressure in the sensitization treatment on the properties of PbSe films","20170803380135","Suh, Youngjoon (1); Suh, Sang-Hee (1) ","(1) Korea Institute of Science and Technology, Center for Electronic Materials, Seongbuk-gu, Seoul, Korea, Republic of ","Suh, Sang-Hee(shsuh@kist.re.kr) ","Optical Engineering","Opt Eng","SPIE","56","9","","September 1, 2017","2017","English","00913286","15602303","10.1117/1.OE.56.9.091607","091607","OPEGAR","Journal article (JA)","Effect of iodine-doping in the deposition solution and iodine vapor pressure during the sensitization process on the morphological, microstructural, electrical, and optical properties of PbSe films was studied. Undoped and iodine-doped PbSe films of polycrystalline particles were coated on thermally oxidized silicon substrates by chemical bath deposition. The PbSe films were oxidized at 380°C for 30 min and then iodinated at different iodine vapor pressures at 380°C for 5 min. When the iodine vapor pressure was below 20 Pa, PbSeO3 was the main phase formed on the surface of PbSe microcrystals for both undoped and iodine-doped films. As the iodine vapor pressure was increased above 20 Pa, Pb3I2O2 and PbI2 phases were formed in both types of films and PbSeO3 disappeared in the undoped film. Only the iodine-doped films showed photo response. The sheet resistance and IR signal-to-noise ratio had maximum values at the iodine vapor pressure of 17.5 Pa in the iodine-doped film. The x-ray diffraction spectra, scanning electron microscopy morphologies, and EDS analyses of the sensitized PbSe films show that the main role of iodine in the sensitization is helping solid-state sintering of PbSe microcrystals which may lead to redistribution of oxygen atoms in the effective atomic sites. © 2017 Society of Photo-Optical Instrumentation Engineers (SPIE).","28","Iodine","Chemical detection - Deposition - Hydrostatic pressure - Infrared detectors - Microcrystals - Morphology - Optical properties - Pressure effects - Scanning electron microscopy - Semiconducting lead compounds - Semiconductor doping - Signal to noise ratio - Silicon oxides - Sintering - Vapor pressure - X ray diffraction","Chemical-bath deposition - Infra-red sensor - iodination - PbSe - sensitivity - sensitization","631.1.1 Liquid DynamicsLiquid Dynamics - 641.1 ThermodynamicsThermodynamics - 712.1 Semiconducting MaterialsSemiconducting Materials - 712.1.2 Compound Semiconducting MaterialsCompound Semiconducting Materials - 716.1 Information Theory and Signal ProcessingInformation Theory and Signal Processing - 741.1 Light/OpticsLight/Optics - 801 ChemistryChemistry - 802.3 Chemical OperationsChemical Operations - 804 Chemical Products GenerallyChemical Products Generally - 931.1 MechanicsMechanics - 933.1 Crystalline SolidsCrystalline Solids - 944.7 Radiation Measuring InstrumentsRadiation Measuring Instruments - 951 Materials ScienceMaterials Science","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Structural characterization of reaction products of caftaric acid and bisulfite present in a commercial wine using high resolution mass spectrometric and nuclear magnetic resonance techniques","20171103448269","Hayasaka, Yoji (1); Black, Cory A. (1); Hack, Jeremy (1, 2, 3); Smith, Paul (1) ","(1) The Australian Wine Research Institute, PO Box 197, Glen Osmond; SA; 5064, Australia (2) Metabolomics Australia, PO Box 197, Glen Osmond; SA; 5064, Australia (3) eResearch SA, Building 14 Little Queen Street, Thebarton; SA; 5031, Australia ","Hayasaka, Yoji(yoji.hayasaka@awri.com.au) ","Food Chemistry","Food Chem.","Elsevier Ltd","230","","99-107","September 1, 2017","2017","English","03088146","18737072","10.1016/j.foodchem.2017.03.005","","FOCHDJ","Journal article (JA)","Reaction products of bisulfite and caftaric acid were found in wines containing sulfites as a preservative. Acidic compounds were separated from wine and analyzed by HPLC combined with DAD and QTOF mass spectrometer. HPLC chromatograms of the expected [M−H]−ion and UV absorption revealed the presence of five possible reaction products (a–e). These compounds were isolated then characterized by NMR and confirmed to be the reaction products as follows; 5-sulfo-(E)-caftaric acid (a), 2-sulfo-(Z)-caftaric acid (b), 2-sulfo-(E)-caftaric acid (c), (E)-caftaric acid-4-O-sulfate (d) and (E)-caftaric acid-3-O-sulfate (e). UV spectra and high resolution product ion spectra of the five compounds also supported their identity. The reaction products were confirmed to be commonly present in commercial wines across four vintages and two varieties. Their concentration was found to be as much as that of 2-S-glutathionyl caftaric acid, suggesting that bisulfite consistently competes as a nucleophile with glutathione for the o-quinone of caftaric acid. © 2017 Elsevier Ltd","31","Nuclear magnetic resonance","Chromatographic analysis - Mass spectrometers - Mass spectrometry - Reaction products - Spectrometry - Sulfur dioxide - Ultraviolet spectroscopy - Wine","Acidic compounds - Bisulfite - Caftaric acids - High resolution - Nuclear magnetic resonance techniques - Product ion spectra - Structural characterization - UV absorption","801 ChemistryChemistry - 804 Chemical Products GenerallyChemical Products Generally - 804.2 Inorganic CompoundsInorganic Compounds - 822.3 Food ProductsFood Products - 941.4 Optical Variables MeasurementsOptical Variables Measurements","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Drying process of pullulan edible films forming solutions studied by low-field NMR","20171203488505","Xiao, Qian (1, 2); Lim, Loong-Tak (2); Zhou, Yujia (1); Zhao, Zhengtao (2) ","(1) School of Food Science and Technology, Hunan Agricultural University, Hunan; 410128, China (2) Department of Food Science, University of Guelph, Ontario; N1G 2W1, Canada ","Xiao, Qian(baby.qianxiao@gmail.com) ","Food Chemistry","Food Chem.","Elsevier Ltd","230","","611-617","September 1, 2017","2017","English","03088146","18737072","10.1016/j.foodchem.2017.03.097","","FOCHDJ","Journal article (JA)","The dynamics of water in pullulan film-forming solutions during drying were investigated by low-field nuclear magnetic resonance. At the begin of drying, two transverse relaxation times (T2) at around 32.77 and 2149 ms were attributed to bound and free waters in pullulan samples, respectively. An additional T2value, ascribed to the tightly bound water in entanglement zones of pullulan chains, appeared at around 3.51 ms as the drying process continued (beyond 1080 min of drying time). The observed three relaxation times revealed the multi-exponential relaxation behavior of water in pullulan. Moreover, the polymer exhibited spatial heterogeneity with increasing drying time from 1200 to 1920 min. On the basis of diffusive and chemical exchange model, the dimension range of pullulan network decreased from 7.69–32.66 to 4.73–18.14 µm as the pullulan films solidified. Furthermore, the rate of chemical exchange between water and pullulan significantly increased at the later stage of drying process. © 2017 Elsevier Ltd","28","Drying","Nuclear magnetic resonance - Relaxation time","Chemical exchange - Edible films - Exponential relaxation - Film forming solution - Low field nuclear magnetic resonance - Pullulans - Spatial heterogeneity - Transverse relaxation time","931 Classical Physics; Quantum Theory; RelativityClassical Physics; Quantum Theory; Relativity","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Fitting MAS NMR spectra in crystals with local disorder: Czjzek's vs. Maurer's model for11B and71Ga in polycrystalline gallium borate","20171303498139","Seleznyova, K. (1, 2); Sergeev, N.A. (3); Olszewski, M. (3); Stpie, P. (3); Yagupov, S.V. (2); Strugatsky, M.B. (2); Kliava, J. (1) ","(1) LOMA, UMR 5798 Université de Bordeaux-CNRS, Talence cedex; 33405, France (2) Physics and Technology Institute, Crimean Federal V.I. Vernadsky University, Simferopol; 295007, Poland (3) Institute of Physics, University of Szczecin, 15 Wielkopolska Str, Szczecin; 70-451, Poland ","Kliava, J. ","Solid State Nuclear Magnetic Resonance","Solid State Nucl Magn Reson","Elsevier B.V.","85-86","","12-18","September 1, 2017","2017","English","09262040","","10.1016/j.ssnmr.2017.03.004","","SSNRE4","Journal article (JA)","A comparative analysis of the Czjzek's and Maurer's models of the joint distribution density of NMR quadrupole parameters has been carried out in view of their application to account for spectra broadening induced by local disorder in crystals. As an example of such an application, we have considered Magic Angle Spinning NMR of11B and71Ga isotopes in polycrystalline gallium borate. Computer simulations carried out using both models unambiguously show that in the case of low local disorder the Maurer's model, in contrast to the Czjzek's model, provides satisfactory fits to experimental NMR spectra. © 2017 Elsevier Inc.","28","Magic angle spinning","Gallium - Magnetic anisotropy - Nuclear magnetic resonance spectroscopy","Comparative analysis - Joint distributions - Local disorder - Magic angle spinning NMR - NMR spectrum - Polycrystalline - Quadrupoles - Spectra broadening","549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 931.2 Physical Properties of Gases, Liquids and SolidsPhysical Properties of Gases, Liquids and Solids","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Monitoring a simple hydrolysis process in an organic solid by observing methyl group rotation","20170903402177","Beckmann, Peter A. (1); Bohen, Joseph M. (2); Ford, Jamie (3); Malachowski, William P. (2); Mallory, Clelia W. (4); Mallory, Frank B. (2); McGhie, Andrew R. (5); Rheingold, Arnold L. (6); Sloan, Gilbert J. (5); Szewczyk, Steven T. (7); Wang, Xianlong (8); Wheeler, Kraig A. (9) ","(1) Department of Physics, Bryn Mawr College, 101 North Merion Ave, Bryn Mawr; PA; 19010-2899, United States (2) Department of Chemistry, Bryn Mawr College, 101 North Merion Ave, Bryn Mawr; PA; 19010-2899, United States (3) Nanoscale Characterization Facility, Singh Center for Nanotechnology, University of Pennsylvania, 3205 Walnut St, Philadelphia; PA; 19104-3405, United States (4) Department of Chemistry, University of Pennsylvania, 231 South 34 Street, Philadelphia; PA; 19104-6323, United States (5) Laboratory for Research on the Structure of Matter, University of Pennsylvania, 3231 Walnut St, Philadelphia; PA; 19104-6202, United States (6) Department of Chemistry and Biochemistry, University of California, San Diego, 5128 Urey Hall, 9500 Gilman Dr, La Jolla; CA; 92093-0358, United States (7) Department of Materials Science and Engineering, School of Engineering and Applied Science, University of Pennsylvania, 3231 Walnut St, Philadelphia; PA; 19104-6202, United States (8) Key Laboratory for NeuroInformation of Ministry of Education, School of Life Science and Technology, University of Electronic Science and Technology of China, 4 North Jianshe Rd., 22nd Section, Chengdu; 610054, China (9) Department of Chemistry, Eastern Illinois University, 600 Lincoln Ave, Charleston; IL; 69120-3099, United States ","Beckmann, Peter A.(pbeckman@brynmawr.edu) ","Solid State Nuclear Magnetic Resonance","Solid State Nucl Magn Reson","Elsevier B.V.","85-86","","1-11","September 1, 2017","2017","English","09262040","","10.1016/j.ssnmr.2017.01.004","","SSNRE4","Journal article (JA)","We report a variety of experiments and calculations and their interpretations regarding methyl group (CH3) rotation in samples of pure 3-methylglutaric anhydride (1), pure 3-methylglutaric acid (2), and samples where the anhydride is slowly absorbing water from the air and converting to the acid [C6H8O3(1) + H2O → C6H10O4(2)]. The techniques are solid state1H nuclear magnetic resonance (NMR) spin-lattice relaxation, single-crystal X-ray diffraction, electronic structure calculations in both isolated molecules and in clusters of molecules that mimic the crystal structure, field emission scanning electron microscopy, differential scanning calorimetry, and high resolution1H NMR spectroscopy. The solid state1H spin-lattice relaxation experiments allow us to observe the temperature dependence of the parameters that characterize methyl group rotation in both compounds and in mixtures of the two compounds. In the mixtures, both types of methyl groups (that is, molecules of 1 and 2) can be observed independently and simultaneously at low temperatures because the solid state1H spin-lattice relaxation is appropriately described by a double exponential. We have followed the conversion 1 → 2 over periods of two years. The solid state1H spin-lattice relaxation experiments in pure samples of 1 and 2 indicate that there is a distribution of NMR activation energies for methyl group rotation in 1 but not in 2 and we are able to explain this in terms of the particle sizes seen in the field emission scanning electron microscopy images. © 2017 Elsevier Inc.","55","Electron spin resonance spectroscopy","Activation energy - Crystal structure - Differential scanning calorimetry - Electron emission - Electron microscopy - Electronic structure - Field emission - Field emission microscopes - Hydrolysis - Mixtures - Molecules - Nuclear magnetic resonance spectroscopy - Rotation - Scanning electron microscopy - Single crystals - Spin-lattice relaxation - Temperature distribution - X ray diffraction","Chemical conversions - Methyl group rotation - Molecular clusters - Molecular solid - Organics - Single crystal x-ray diffraction","641.1 ThermodynamicsThermodynamics - 741.3 Optical Devices and SystemsOptical Devices and Systems - 801 ChemistryChemistry - 802.2 Chemical ReactionsChemical Reactions - 931.1 MechanicsMechanics - 931.3 Atomic and Molecular PhysicsAtomic and Molecular Physics - 933.1 Crystalline SolidsCrystalline Solids - 933.1.1 Crystal LatticeCrystal Lattice - 944.6 Temperature MeasurementsTemperature Measurements","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Detecting NQR signals severely polluted by interference","20171503552611","Shao, Weihang (1); Barras, Jamie (1); Althoefer, Kaspar (1, 2); Kosmas, Panagiotis (1) ","(1) Department of Informatics, King's College London, United Kingdom (2) School of Electronic Engineering and Computer Science, Queen Mary University of London, United Kingdom ","Shao, Weihang(weihang.shao@kcl.ac.uk) ","Signal Processing","Signal Process","Elsevier B.V.","138","","256-264","September 1, 2017","2017","English","01651684","","10.1016/j.sigpro.2017.03.032","","SPRODR","Journal article (JA)","Nuclear Quadrupole Resonance (NQR) signal detection can be severely obstructed by interference in real life settings, especially when the interference is strong, nonstationary, and its frequencies are close to that of the NQR signal. A novel algorithm is proposed to effectively remove (or reduce) interference components in the data and facilitate a valid detection of the NQR signal. The proposed method exhibits better performance compared to the previously proposed ETAML and FETAML algorithms, when applied to both simulated and measured data. Importantly, the present algorithm directly operates on the original primary data, without requiring any secondary data (NQR signal-free data) for acquiring prior knowledge of the interference. © 2017 Elsevier B.V.","17","Nuclear quadrupole resonance","Interference suppression - Maximum likelihood - Signal detection - Signal interference","Echo train - Frequency selective methods - Interference cancellation - Interference components - Novel algorithm - Prior knowledge - Secondary datum - Stationary/Nonstationary","716.1 Information Theory and Signal ProcessingInformation Theory and Signal Processing - 922.1 Probability TheoryProbability Theory - 932.2 Nuclear PhysicsNuclear Physics","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Fractal structures in centrifugal flywheel governor system","20171303497855","Rao, Xiao-Bo (1); Chu, Yan-Dong (2, 3); Lu-Xu (1); Chang, Ying-Xiang (2, 3); Zhang, Jian-Gang (3) ","(1) School of Mechatronic Engineering, Lanzhou Jiaotong University, China (2) Key Laboratory of System Dynamics and Reliability of Rail Transport, Equipment of Gansu Province, Lanzhou Jiaotong University, China (3) Department of Mathematics, Lanzhou Jiaotong University, Lanzhou, Gansu 730070, China ","Chu, Yan-Dong ","Communications in Nonlinear Science and Numerical Simulation","Comm. Nonlinear Sci. Numer. Simul.","Elsevier B.V.","50","","330-339","September 1, 2017","2017","English","10075704","","10.1016/j.cnsns.2017.03.016","","","Journal article (JA)","The global structure of nonlinear response of mechanical centrifugal governor, forming in two-dimensional parameter space, is studied in this paper. By using three kinds of phases, we describe how responses of periodicity, quasi-periodicity and chaos organize some self-similarity structures with parameters varying. For several parameter combinations, the regular vibration shows fractal characteristic, that is, the comb-shaped self-similarity structure is generated by alternating periodic response with intermittent chaos, and Arnold's tongues embedded in quasi-periodic response are organized according to Stern–Brocot tree. In particular, a new type of mixed-mode oscillations (MMOs) is found in the periodic response. These unique structures reveal the natural connection of various responses between part and part, part and the whole in parameter space based on self-similarity of fractal. Meanwhile, the remarkable and unexpected results are to contribute a valid dynamic reference for practical applications with respect to mechanical centrifugal governor. © 2017 Elsevier B.V.","45","Periodic structures","Centrifugation - Forestry - Fractals - Governors - Oscillators (mechanical)","Fractal characteristics - Fractal structures - Mixed mode oscillations - Non-linear response - Parameter combination - Quasi-periodic response - Quasi-periodicities - Stern-Brocot tree","601.1 Mechanical DevicesMechanical Devices - 602.1 Mechanical DrivesMechanical Drives - 802.3 Chemical OperationsChemical Operations - 921 MathematicsMathematics - 931.3 Atomic and Molecular PhysicsAtomic and Molecular Physics","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Multi-scale instrumental analyses for structural changes in steam-treated bamboo using a combination of several solid-state NMR methods","20171503549618","Nishida, Masakazu (1); Tanaka, Tomoko (1); Miki, Tsunehisa (1); Ito, Takafumi (2); Kanayama, Kozo (1, 3) ","(1) National Institute of Advanced Industrial Science and Technology (AIST), 2266-98 Shimoshidami, Moriyama-ku, Nagoya; 463-8560, Japan (2) Nara Forest Research Institute, 1 Kibi, Takatori, Nara; 635-0133, Japan (3) Research Institute for Sustainable Humanosphere, Kyoto University, Gokanosho, Uji; Kyoto; 611-0011, Japan ","Nishida, Masakazu(m-nishida@aist.go.jp) ","Industrial Crops and Products","Ind. Crops Prod.","Elsevier B.V.","103","","89-98","September 1, 2017","2017","English","09266690","","10.1016/j.indcrop.2017.03.041","","ICRDEW","Journal article (JA)","Steam-treated bamboo was analyzed for structural changes at multiple scales using several solid-state NMR methods, including relaxation time analysis. Subtle changes due to different processing conditions were analyzed by13C magic angle spinning (MAS) NMR using cross polarization (CP), single pulse with dipolar decoupling (DD), and pulse saturation transfer (PST). The analyses also used1H spin-lattice relaxation time (T1H) integrated with attenuated total reflection infrared spectroscopy (ATR-IR), thermogravimetric analysis (TGA), and scanning electron microscopy (SEM). The first change due to the steam treatment appeared in the hemicellulose methyl groups and the aromatic carboxylic acid; with further processing the carbohydrate ring of hemicellulose decreased and the pyrolysis products having quaternary olefinic and aromatic groups increased. During steam treatment, pyrolysis products appear to have restrained molecular motions of the steam-heated bamboo, while cleavage of lignin increased molecular motion of the OCH3group. Bamboo treated with pressurized steam retained its hemicellulose and produced a smaller amount of pyrolysis products, while both hemicellulose and lignin were reduced by treatment with NaOH solution. The physical fracture of the sample observed at higher processing temperatures and longer times occurred not because of chemical changes in specific constituents but through physical destruction of vascular bundle units. © 2017 Elsevier B.V.","30","Thermogravimetric analysis","Aromatic compounds - Bamboo - Cellulose - Chemical analysis - Infrared spectroscopy - Light polarization - Lignin - Magic angle spinning - Nanostructures - Nuclear magnetic resonance spectroscopy - Processing - Pyrolysis - Relaxation time - Scanning electron microscopy - Steam","Herbaceous biomass - MAS NMR - Pressurized steam - Superheated steam - T1H analysis","741.1 Light/OpticsLight/Optics - 761 NanotechnologyNanotechnology - 801 ChemistryChemistry - 802.2 Chemical ReactionsChemical Reactions - 804.1 Organic CompoundsOrganic Compounds - 811.1 Pulp and PaperPulp and Paper - 811.3 Cellulose, Lignin and DerivativesCellulose, Lignin and Derivatives - 913.4 ManufacturingManufacturing - 931 Classical Physics; Quantum Theory; RelativityClassical Physics; Quantum Theory; Relativity - 931.2 Physical Properties of Gases, Liquids and SolidsPhysical Properties of Gases, Liquids and Solids - 933 Solid State PhysicsSolid State Physics","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
